0.666666666667	0.666666666667
1.0	1.0
0.8	0.8
1.0	1.0
1.0	1.0
0.8	0.8
0.666666666667	0.666666666667
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
0.444444444444	0.444444444444
1.0	1.0
0.8	0.8
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.6	0.6
1.0	1.0
0.8	0.8
0.666666666667	0.666666666667
0.8	0.8
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
1.0	1.0
1.0	1.0
1.0	1.0
0.5	0.5
1.0	1.0
0.8	0.8
0.666666666667	0.666666666667
0.571428571429	0.571428571429
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
0.6	0.6
0.8	0.8
1.0	1.0
1.0	1.0
0.8	0.8
0.8	0.8
1.0	1.0
1.0	1.0
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
0.8	0.8
1.0	1.0
1.0	1.0
0.444444444444	0.444444444444
0.8	0.8
1.0	1.0
1.0	1.0
0.444444444444	0.444444444444
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
0.857142857143	0.857142857143
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
0.8	0.8
1.0	1.0
0.6	0.6
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.6	0.6
1.0	1.0
0.8	0.8
0.8	0.8
0.6	0.6
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.571428571429	0.571428571429
0.8	0.8
0.6	0.6
0.8	0.8
1.0	1.0
1.0	1.0
0.8	0.8
0.6	0.6
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
1.0	1.0
0.8	0.8
0.857142857143	0.714285714286
1.0	1.0
1.0	1.0
1.0	1.0
0.8	0.8
1.0	1.0
